subject	session	condition	trial	prime	target	target_category	response_time	accuracy
4	3	Cz	92	quantità	immensità	q	623.5999999999999	1	
4	3	Cz	93	quantità	massa	q	561.9000000000001	1	
4	3	Cz	94	quantità	relazione	s	654.0	1	
4	3	Cz	95	quantità	rivalità	s	1854.7000000000003	1	
4	3	Cz	96	sociale	scherzo	s	831.5	1	
4	3	Cz	97	sociale	diffamazione	s	776.9000000000001	1	
4	3	Cz	98	quantità	mole	q	556.2000000000003	1	
4	3	Cz	99	quantità	sfacciataggine	s	1209.1	1	
4	3	Cz	100	sociale	fascino	s	715.2000000000003	1	
4	3	Cz	101	quantità	plebe	s	753.3000000000002	1	
4	3	Cz	102	sociale	offesa	s	630.0999999999999	1	
4	3	Cz	103	sociale	dispetto	s	1367.4	1	
4	3	Cz	104	sociale	socievolezza	s	651.5999999999999	1	
4	3	Cz	105	quantità	ingrandimento	q	636.3000000000002	1	
4	3	Cz	106	quantità	patto	s	789.5999999999999	1	
4	3	Cz	107	sociale	etnia	s	641.2000000000003	1	
4	3	Cz	108	quantità	tonnellata	q	618.4000000000001	1	
4	3	Cz	109	sociale	cospirazione	s	756.7000000000003	1	
4	3	Cz	110	quantità	riduzione	q	585.3000000000002	1	
4	3	Cz	111	quantità	stazza	q	756.8000000000002	1	
4	3	Cz	112	quantità	decremento	q	1265.5	1	
33	2	Cz	1	quantità	sudditanza	s	1252.8000000000002	1	
33	2	Cz	3	sociale	offesa	s	827.2000000000003	1	
33	2	Cz	4	quantità	grandezza	q	1028.6	1	
33	2	Cz	5	quantità	patto	s	718.0	1	
33	2	Cz	6	sociale	scherzo	s	620.0999999999999	1	
33	2	Cz	7	sociale	carico	q	766.0999999999999	1	
33	2	Cz	8	sociale	accrescimento	q	930.3000000000002	1	
33	2	Cz	9	sociale	venerazione	s	871.5999999999999	1	
33	2	Cz	10	quantità	etnia	s	695.8000000000002	1	
33	2	Cz	11	sociale	relazione	s	622.5	1	
33	2	Cz	12	sociale	estensione	q	928.5999999999999	1	
33	2	Cz	13	quantità	grossezza	q	718.0999999999999	1	
33	2	Cz	14	sociale	enormità	q	652.0	1	
33	2	Cz	15	sociale	infamia	s	804.9000000000001	1	
33	2	Cz	16	quantità	espansione	q	639.5	0	
33	2	Cz	17	quantità	sfacciataggine	s	1552.9	1	
33	2	Cz	18	sociale	frazione	q	773.9000000000001	1	
33	2	Cz	19	sociale	tonnellata	q	729.8000000000002	1	
33	2	Cz	20	quantità	riduzione	q	887.3000000000002	1	
33	2	Cz	21	quantità	alleanza	s	734.8000000000002	1	
33	2	Cz	22	quantità	frazione	q	732.2000000000003	1	
33	2	Cz	23	sociale	complotto	s	993.5999999999999	1	
33	2	Cz	24	quantità	complotto	s	620.4000000000001	1	
33	2	Cz	25	quantità	stazza	q	1126.3000000000002	1	
33	2	Cz	26	sociale	patto	s	731.9000000000001	1	
33	2	Cz	27	quantità	catasta	q	905.3000000000002	1	
33	2	Cz	28	quantità	ingrandimento	q	824.0999999999999	1	
33	2	Cz	29	sociale	gentilezza	s	786.0999999999999	1	
33	2	Cz	30	sociale	allargamento	q	661.5999999999999	1	
33	2	Cz	31	sociale	sudditanza	s	677.5999999999999	1	
33	2	Cz	32	quantità	carenza	q	1789.0000000000005	1	
33	2	Cz	33	quantità	diminuzione	q	1016.4000000000001	1	
33	2	Cz	34	quantità	massa	q	642.5	1	
33	2	Cz	35	quantità	accrescimento	q	755.3000000000002	1	
33	2	Cz	36	sociale	cospirazione	s	904.2000000000003	1	
33	2	Cz	37	quantità	fascino	s	790.9000000000001	1	
33	2	Cz	38	sociale	massa	q	570.2000000000003	1	
33	2	Cz	39	quantità	competizione	s	878.3000000000002	1	
33	2	Cz	40	quantità	notorietà	s	981.8000000000002	1	
33	2	Cz	41	quantità	tradizione	s	889.3000000000002	1	
33	2	Cz	42	quantità	immensità	q	872.7000000000003	1	
33	2	Cz	43	sociale	ingrandimento	q	912.8000000000002	1	
33	2	Cz	44	sociale	espansione	q	1118.8000000000002	1	
33	2	Cz	45	sociale	servitù	s	1133.0	1	
33	2	Cz	46	sociale	quintale	q	938.4000000000001	1	
33	2	Cz	47	quantità	dilatazione	q	1447.9	1	
33	2	Cz	48	sociale	tradizione	s	824.5	1	
33	2	Cz	49	sociale	stazza	q	762.7000000000003	1	
33	2	Cz	50	quantità	incremento	q	1558.8000000000002	1	
33	2	Cz	51	sociale	accumulo	q	730.8000000000002	1	
33	2	Cz	52	sociale	incremento	q	560.4000000000001	1	
33	2	Cz	53	quantità	relazione	s	1140.4	1	
33	2	Cz	54	sociale	mole	q	745.9000000000001	1	
33	2	Cz	55	quantità	enormità	q	782.5999999999999	1	
33	2	Cz	56	sociale	socievolezza	s	1234.0	1	
33	2	Cz	57	quantità	rivalità	s	1011.3000000000002	1	
33	2	Cz	58	sociale	immensità	q	2013.5000000000005	0	
33	2	Cz	59	sociale	plebe	s	751.7000000000003	1	
33	2	Cz	60	quantità	porzione	q	1396.5	1	
33	2	Cz	61	sociale	catasta	q	1087.1	0	
33	2	Cz	62	quantità	tonnellata	q	878.5	1	
33	2	Cz	63	sociale	grossezza	q	670.0999999999999	1	
33	2	Cz	64	sociale	riduzione	q	806.2000000000003	1	
33	2	Cz	65	quantità	decremento	q	1376.8000000000002	1	
33	2	Cz	66	sociale	competizione	s	1876.2000000000003	1	
33	2	Cz	67	quantità	cospirazione	s	907.8000000000002	1	
33	2	Cz	68	sociale	rivalità	s	810.4000000000001	1	
33	2	Cz	69	sociale	dispetto	s	620.7000000000003	1	
33	2	Cz	70	quantità	emarginazione	s	1270.7000000000003	1	
33	2	Cz	71	quantità	infamia	s	2102.7000000000003	1	
33	2	Cz	72	quantità	altruismo	s	717.5	1	
33	2	Cz	73	quantità	diffamazione	s	1611.6	1	
33	2	Cz	74	quantità	gentilezza	s	685.7000000000003	1	
33	2	Cz	75	sociale	diffamazione	s	1309.1	1	
33	2	Cz	76	quantità	dissenso	s	827.4000000000001	1	
33	2	Cz	77	sociale	carenza	q	940.8000000000002	1	
33	2	Cz	78	sociale	notorietà	s	802.2000000000003	1	
33	2	Cz	79	sociale	porzione	q	1140.8000000000002	1	
33	2	Cz	80	quantità	estensione	q	786.4000000000001	1	
33	2	Cz	81	quantità	nomea	s	813.7000000000003	1	
33	2	Cz	82	quantità	servitù	s	679.9000000000001	1	
33	2	Cz	83	sociale	dilatazione	q	839.2000000000003	1	
33	2	Cz	84	sociale	penuria	q	1152.8000000000002	0	
33	2	Cz	85	sociale	dissenso	s	1021.5	1	
33	2	Cz	86	quantità	offesa	s	703.5999999999999	1	
33	2	Cz	87	quantità	allargamento	q	990.4000000000001	1	
33	2	Cz	88	quantità	plebe	s	753.8000000000002	1	
33	2	Cz	89	sociale	altruismo	s	1126.6	1	
33	2	Cz	90	quantità	penuria	q	819.9000000000001	0	
33	2	Cz	91	quantità	socievolezza	s	1069.9	1	
33	2	Cz	92	quantità	scherzo	s	654.0	1	
33	2	Cz	93	sociale	emarginazione	s	1142.8000000000002	1	
33	2	Cz	94	sociale	cumulo	q	859.7000000000003	1	
33	2	Cz	95	quantità	mole	q	779.8000000000002	1	
33	2	Cz	96	sociale	alleanza	s	839.0999999999999	1	
33	2	Cz	97	quantità	accumulo	q	648.5999999999999	1	
33	2	Cz	98	quantità	addizione	q	793.2000000000003	1	
33	2	Cz	99	quantità	lusinga	s	908.0	1	
33	2	Cz	100	sociale	nomea	s	666.9000000000001	1	
33	2	Cz	101	sociale	lusinga	s	1042.9	1	
33	2	Cz	102	quantità	carico	q	1083.7000000000003	1	
33	2	Cz	103	sociale	diminuzione	q	683.0	1	
33	2	Cz	104	sociale	decremento	q	1226.5	1	
33	2	Cz	105	sociale	sfacciataggine	s	1132.0	1	
33	2	Cz	106	sociale	etnia	s	913.3000000000002	1	
33	2	Cz	107	quantità	venerazione	s	1215.4	1	
33	2	Cz	108	quantità	dispetto	s	593.5	1	
33	2	Cz	109	sociale	addizione	q	620.3000000000002	1	
33	2	Cz	110	sociale	fascino	s	670.4000000000001	1	
33	2	Cz	111	sociale	grandezza	q	606.5999999999999	0	
33	2	Cz	112	quantità	quintale	q	937.2000000000003	1	
4	1	rSATL	1	quantità	ingrandimento	q	968.5	1	
4	1	rSATL	2	quantità	offesa	s	844.5999999999999	1	
4	1	rSATL	3	quantità	estensione	q	1773.5	1	
4	1	rSATL	4	quantità	sudditanza	s	857.5999999999999	1	
4	1	rSATL	5	sociale	socievolezza	s	706.2000000000003	1	
4	1	rSATL	6	sociale	incremento	q	745.2000000000003	1	
4	1	rSATL	7	sociale	catasta	q	1517.9	1	
4	1	rSATL	8	quantità	immensità	q	723.9000000000001	1	
4	1	rSATL	9	sociale	cumulo	q	706.0999999999999	1	
4	1	rSATL	10	sociale	rivalità	s	864.9000000000001	1	
4	1	rSATL	11	quantità	emarginazione	s	944.8000000000002	1	
4	1	rSATL	12	quantità	fascino	s	1477.7000000000003	1	
4	1	rSATL	13	quantità	stazza	q	837.0999999999999	1	
4	1	rSATL	14	sociale	immensità	q	734.4000000000001	1	
4	1	rSATL	15	sociale	diminuzione	q	651.9000000000001	0	
4	1	rSATL	16	quantità	carico	q	716.8000000000002	1	
4	1	rSATL	17	quantità	lusinga	s	858.8000000000002	1	
4	1	rSATL	18	quantità	sfacciataggine	s	1011.5999999999999	1	
4	1	rSATL	19	quantità	cospirazione	s	1013.5999999999999	1	
4	1	rSATL	20	quantità	altruismo	s	1159.7000000000003	1	
4	1	rSATL	21	quantità	servitù	s	995.9000000000001	1	
4	1	rSATL	22	quantità	grandezza	q	654.5	1	
4	1	rSATL	23	sociale	ingrandimento	q	655.3000000000002	1	
4	1	rSATL	24	sociale	grossezza	q	816.0	1	
4	1	rSATL	25	quantità	patto	s	1074.1	1	
4	1	rSATL	26	quantità	rivalità	s	762.3000000000002	1	
4	1	rSATL	27	sociale	cospirazione	s	934.4000000000001	1	
4	1	rSATL	28	quantità	allargamento	q	1243.7000000000003	1	
4	1	rSATL	29	quantità	massa	q	788.5999999999999	1	
4	1	rSATL	30	sociale	relazione	s	807.9000000000001	1	
4	1	rSATL	31	sociale	tradizione	s	1482.8000000000002	1	
4	1	rSATL	32	sociale	stazza	q	722.3000000000002	1	
4	1	rSATL	33	quantità	diffamazione	s	1072.4	1	
4	1	rSATL	34	quantità	dispetto	s	744.5	1	
4	1	rSATL	35	sociale	scherzo	s	1749.1	1	
4	1	rSATL	36	quantità	relazione	s	689.9000000000001	1	
4	1	rSATL	37	sociale	venerazione	s	1057.3000000000002	1	
4	1	rSATL	38	sociale	sfacciataggine	s	738.2000000000003	1	
4	1	rSATL	39	sociale	etnia	s	999.4000000000001	1	
4	1	rSATL	40	quantità	accumulo	q	762.4000000000001	1	
4	1	rSATL	41	sociale	fascino	s	598.3000000000002	1	
4	1	rSATL	42	quantità	tonnellata	q	1353.2000000000003	1	
4	1	rSATL	43	sociale	riduzione	q	766.0	1	
4	1	rSATL	44	sociale	carenza	q	730.0999999999999	1	
4	1	rSATL	45	quantità	tradizione	s	1143.3000000000002	1	
4	1	rSATL	46	quantità	gentilezza	s	716.2000000000003	1	
4	1	rSATL	47	sociale	allargamento	q	754.2000000000003	1	
4	1	rSATL	48	sociale	accumulo	q	663.0999999999999	1	
4	1	rSATL	49	sociale	addizione	q	735.0	1	
4	1	rSATL	50	sociale	dissenso	s	972.5999999999999	1	
4	1	rSATL	51	sociale	mole	q	688.7000000000003	1	
4	1	rSATL	52	sociale	plebe	s	816.0999999999999	1	
4	1	rSATL	53	sociale	complotto	s	658.0999999999999	1	
4	1	rSATL	54	sociale	diffamazione	s	835.0	1	
4	1	rSATL	55	quantità	venerazione	s	1244.3000000000002	1	
4	1	rSATL	56	sociale	dilatazione	q	1805.2000000000003	1	
4	1	rSATL	57	quantità	notorietà	s	775.8000000000002	1	
4	1	rSATL	58	quantità	socievolezza	s	1563.4	1	
4	1	rSATL	59	sociale	massa	q	1175.5	1	
4	1	rSATL	60	quantità	carenza	q	1763.4	1	
4	1	rSATL	61	quantità	etnia	s	1375.7000000000003	1	
4	1	rSATL	62	quantità	mole	q	987.0	1	
4	1	rSATL	63	sociale	frazione	q	1278.4	1	
4	1	rSATL	64	sociale	tonnellata	q	678.0	1	
4	1	rSATL	65	sociale	porzione	q	1133.3000000000002	1	
4	1	rSATL	66	quantità	porzione	q	954.9000000000001	1	
4	1	rSATL	67	sociale	grandezza	q	671.5	1	
4	1	rSATL	68	quantità	grossezza	q	679.7000000000003	1	
4	1	rSATL	69	sociale	gentilezza	s	903.0	1	
4	1	rSATL	70	sociale	espansione	q	789.8000000000002	1	
4	1	rSATL	71	quantità	espansione	q	793.3000000000002	1	
4	1	rSATL	72	sociale	sudditanza	s	1243.9	1	
4	1	rSATL	73	sociale	lusinga	s	612.8000000000002	1	
4	1	rSATL	74	sociale	alleanza	s	782.8000000000002	1	
4	1	rSATL	75	quantità	riduzione	q	754.4000000000001	1	
4	1	rSATL	76	quantità	accrescimento	q	695.0999999999999	1	
4	1	rSATL	77	quantità	enormità	q	1133.7000000000003	1	
4	1	rSATL	78	quantità	incremento	q	651.3000000000002	1	
4	1	rSATL	79	sociale	patto	s	572.0	0	
4	1	rSATL	80	quantità	penuria	q	1064.0	1	
4	1	rSATL	81	quantità	infamia	s	1008.0999999999999	1	
4	1	rSATL	82	quantità	dissenso	s	883.0	1	
4	1	rSATL	83	quantità	plebe	s	1506.4	1	
4	1	rSATL	84	quantità	complotto	s	697.0999999999999	1	
4	1	rSATL	85	quantità	scherzo	s	751.9000000000001	1	
4	1	rSATL	86	sociale	quintale	q	724.5999999999999	1	
4	1	rSATL	87	sociale	dispetto	s	722.8000000000002	1	
4	1	rSATL	88	sociale	infamia	s	1072.9	1	
4	1	rSATL	89	quantità	catasta	q	664.8000000000002	1	
4	1	rSATL	90	quantità	dilatazione	q	2344.9	1	
4	1	rSATL	91	quantità	addizione	q	717.8000000000002	1	
4	1	rSATL	92	sociale	nomea	s	1147.8000000000002	1	
4	1	rSATL	93	sociale	estensione	q	1568.6	1	
4	1	rSATL	94	quantità	cumulo	q	604.8000000000002	1	
4	1	rSATL	95	quantità	competizione	s	999.4000000000001	1	
4	1	rSATL	96	sociale	competizione	s	594.3000000000002	1	
4	1	rSATL	97	sociale	emarginazione	s	804.9000000000001	1	
4	1	rSATL	98	quantità	alleanza	s	807.7000000000003	1	
4	1	rSATL	99	quantità	nomea	s	682.5	1	
4	1	rSATL	100	sociale	penuria	q	1018.0	1	
4	1	rSATL	101	sociale	altruismo	s	1212.0	1	
4	1	rSATL	102	sociale	carico	q	734.0999999999999	1	
4	1	rSATL	103	sociale	decremento	q	739.5999999999999	1	
4	1	rSATL	104	sociale	notorietà	s	969.0999999999999	1	
4	1	rSATL	105	quantità	decremento	q	997.2000000000003	0	
4	1	rSATL	106	sociale	offesa	s	679.9000000000001	1	
4	1	rSATL	107	quantità	quintale	q	719.2000000000003	1	
4	1	rSATL	108	sociale	servitù	s	861.4000000000001	1	
4	1	rSATL	109	quantità	frazione	q	693.4000000000001	1	
4	1	rSATL	110	sociale	accrescimento	q	1156.3000000000002	1	
4	1	rSATL	111	sociale	enormità	q	1416.9	1	
4	1	rSATL	112	quantità	diminuzione	q	995.0999999999999	1	
26	2	rIPS	1	sociale	dilatazione	q	724.5999999999999	1	
26	2	rIPS	2	quantità	plebe	s	650.5999999999999	1	
26	2	rIPS	3	sociale	catasta	q	891.5	0	
26	2	rIPS	4	sociale	complotto	s	554.9000000000001	1	
26	2	rIPS	5	sociale	carico	q	999.5	1	
26	2	rIPS	6	sociale	frazione	q	690.4000000000001	1	
26	2	rIPS	7	quantità	venerazione	s	849.8000000000002	1	
26	2	rIPS	8	quantità	carenza	q	1138.6	1	
26	2	rIPS	9	quantità	cumulo	q	1248.0	0	
26	2	rIPS	10	quantità	estensione	q	1192.8000000000002	1	
26	2	rIPS	11	sociale	enormità	q	747.4000000000001	1	
26	2	rIPS	12	sociale	infamia	s	1616.1	1	
26	2	rIPS	13	quantità	relazione	s	730.4000000000001	1	
26	2	rIPS	14	sociale	mole	q	927.7000000000003	1	
26	2	rIPS	15	sociale	alleanza	s	605.0999999999999	1	
26	2	rIPS	16	quantità	addizione	q	936.0	1	
26	2	rIPS	17	sociale	porzione	q	765.3000000000002	1	
26	2	rIPS	18	sociale	espansione	q	1425.4	1	
26	2	rIPS	19	sociale	grossezza	q	795.5999999999999	1	
26	2	rIPS	20	sociale	stazza	q	958.4000000000001	1	
26	2	rIPS	21	sociale	dissenso	s	747.0999999999999	1	
26	2	rIPS	22	quantità	dissenso	s	743.9000000000001	1	
26	2	rIPS	23	sociale	venerazione	s	628.5999999999999	1	
26	2	rIPS	24	quantità	accumulo	q	646.0	1	
26	2	rIPS	25	quantità	incremento	q	782.7000000000003	1	
26	2	rIPS	26	quantità	lusinga	s	578.2000000000003	1	
26	2	rIPS	27	quantità	fascino	s	541.5	1	
26	2	rIPS	28	quantità	sfacciataggine	s	698.9000000000001	1	
26	2	rIPS	29	quantità	decremento	q	785.8000000000002	1	
26	2	rIPS	30	quantità	dilatazione	q	653.2000000000003	1	
26	2	rIPS	31	quantità	ingrandimento	q	693.8000000000002	1	
26	2	rIPS	32	sociale	servitù	s	756.5999999999999	1	
26	2	rIPS	33	quantità	patto	s	689.3000000000002	1	
26	2	rIPS	34	quantità	tonnellata	q	1192.9	1	
26	2	rIPS	35	quantità	etnia	s	699.7000000000003	1	
26	2	rIPS	36	sociale	accrescimento	q	1170.4	1	
26	2	rIPS	37	sociale	rivalità	s	1270.4	1	
26	2	rIPS	38	quantità	rivalità	s	662.5999999999999	1	
26	2	rIPS	39	quantità	immensità	q	806.5999999999999	1	
26	2	rIPS	40	quantità	frazione	q	721.3000000000002	1	
26	2	rIPS	41	sociale	plebe	s	607.5	1	
26	2	rIPS	42	quantità	stazza	q	938.3000000000002	1	
26	2	rIPS	43	quantità	altruismo	s	639.7000000000003	1	
26	2	rIPS	44	sociale	patto	s	625.0999999999999	1	
26	2	rIPS	45	quantità	complotto	s	723.2000000000003	1	
26	2	rIPS	46	sociale	accumulo	q	745.2000000000003	1	
26	2	rIPS	47	quantità	espansione	q	1101.9	1	
26	2	rIPS	48	sociale	gentilezza	s	980.8000000000002	1	
26	2	rIPS	49	sociale	addizione	q	624.0999999999999	1	
26	2	rIPS	50	quantità	grossezza	q	650.3000000000002	1	
26	2	rIPS	51	quantità	gentilezza	s	643.0999999999999	1	
26	2	rIPS	52	sociale	dispetto	s	1203.7000000000003	1	
26	2	rIPS	53	quantità	catasta	q	846.5	1	
26	2	rIPS	54	sociale	allargamento	q	671.3000000000002	0	
26	2	rIPS	55	sociale	tradizione	s	807.4000000000001	1	
26	2	rIPS	56	sociale	nomea	s	722.0	1	
26	2	rIPS	57	sociale	quintale	q	624.0999999999999	1	
26	2	rIPS	58	quantità	nomea	s	610.4000000000001	1	
26	2	rIPS	59	quantità	diffamazione	s	740.7000000000003	1	
26	2	rIPS	60	quantità	tradizione	s	649.9000000000001	1	
26	2	rIPS	61	sociale	immensità	q	1098.5	1	
26	2	rIPS	62	quantità	penuria	q	697.2000000000003	0	
26	2	rIPS	63	sociale	estensione	q	1496.0	1	
26	2	rIPS	64	sociale	tonnellata	q	654.8000000000002	1	
26	2	rIPS	65	sociale	diffamazione	s	591.5	1	
26	2	rIPS	66	sociale	cumulo	q	738.9000000000001	1	
26	2	rIPS	67	sociale	penuria	q	984.5	0	
26	2	rIPS	68	sociale	socievolezza	s	659.8000000000002	1	
26	2	rIPS	69	quantità	riduzione	q	923.9000000000001	1	
26	2	rIPS	70	sociale	sudditanza	s	697.9000000000001	1	
26	2	rIPS	71	quantità	scherzo	s	632.8000000000002	1	
26	2	rIPS	72	sociale	altruismo	s	506.2000000000003	1	
26	2	rIPS	73	quantità	notorietà	s	601.0	1	
26	2	rIPS	74	quantità	mole	q	811.7000000000003	1	
26	2	rIPS	75	sociale	massa	q	613.8000000000002	1	
26	2	rIPS	76	quantità	accrescimento	q	1023.8000000000002	1	
26	2	rIPS	77	sociale	emarginazione	s	674.0	1	
26	2	rIPS	78	quantità	infamia	s	634.0	1	
26	2	rIPS	79	sociale	lusinga	s	1163.5	1	
26	2	rIPS	80	sociale	scherzo	s	615.5999999999999	1	
26	2	rIPS	81	quantità	servitù	s	593.5999999999999	1	
26	2	rIPS	82	quantità	grandezza	q	868.4000000000001	1	
26	2	rIPS	83	sociale	diminuzione	q	796.4000000000001	1	
26	2	rIPS	84	quantità	enormità	q	783.2000000000003	1	
26	2	rIPS	85	sociale	decremento	q	762.5999999999999	1	
26	2	rIPS	86	quantità	allargamento	q	750.7000000000003	1	
26	2	rIPS	87	sociale	offesa	s	691.5	1	
26	2	rIPS	88	quantità	diminuzione	q	586.8000000000002	1	
26	2	rIPS	89	quantità	competizione	s	910.4000000000001	1	
26	2	rIPS	90	sociale	ingrandimento	q	732.3000000000002	1	
26	2	rIPS	91	quantità	dispetto	s	633.8000000000002	1	
26	2	rIPS	92	sociale	grandezza	q	587.2000000000003	1	
26	2	rIPS	93	sociale	riduzione	q	742.5999999999999	1	
26	2	rIPS	94	quantità	massa	q	843.3000000000002	1	
26	2	rIPS	95	quantità	alleanza	s	596.0999999999999	1	
26	2	rIPS	96	sociale	incremento	q	703.0	1	
26	2	rIPS	97	sociale	sfacciataggine	s	717.5999999999999	1	
26	2	rIPS	98	sociale	etnia	s	555.7000000000003	1	
26	2	rIPS	99	quantità	carico	q	760.5	1	
26	2	rIPS	100	sociale	notorietà	s	620.5999999999999	1	
26	2	rIPS	101	quantità	emarginazione	s	942.5999999999999	1	
26	2	rIPS	102	sociale	competizione	s	675.5	1	
26	2	rIPS	103	quantità	cospirazione	s	779.5999999999999	1	
26	2	rIPS	104	quantità	socievolezza	s	646.9000000000001	1	
26	2	rIPS	105	sociale	cospirazione	s	615.7000000000003	1	
26	2	rIPS	106	quantità	offesa	s	601.8000000000002	1	
26	2	rIPS	107	sociale	fascino	s	668.4000000000001	1	
26	2	rIPS	108	sociale	carenza	q	756.5	1	
26	2	rIPS	109	quantità	porzione	q	705.4000000000001	1	
